Time,Source_IP,Destination_IP,Protocol,Packet_Size,Source_Port,Destination_Port
21:10:12,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:10:12,142.250.202.138,10.49.78.82,TCP,66,443,52216
21:10:12,142.250.202.138,10.49.78.82,TCP,74,443,52216
21:10:12,10.49.78.82,142.250.202.138,TCP,1466,52216,443
21:10:12,10.49.78.82,142.250.202.138,TCP,1466,52216,443
21:10:12,10.49.78.82,142.250.202.138,TCP,1466,52216,443
21:10:12,10.49.78.82,142.250.202.138,TCP,1466,52216,443
21:10:12,10.49.78.82,142.250.202.138,TCP,1461,52216,443
21:10:12,10.49.78.82,142.250.202.138,TCP,1466,52216,443
21:10:12,10.49.78.82,142.250.202.138,TCP,1466,52216,443
21:10:12,10.49.78.82,142.250.202.138,TCP,1466,52216,443
21:10:12,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:10:12,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:10:12,10.49.78.82,142.250.187.65,UDP,74,55474,443
21:10:12,216.239.38.223,10.49.78.82,TCP,74,443,62374
21:10:12,10.49.78.82,216.239.38.223,TCP,1466,62374,443
21:10:12,10.49.78.82,216.239.38.223,TCP,1466,62374,443
21:10:12,10.49.78.82,142.250.187.65,UDP,75,55474,443
21:10:12,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:10:12,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:10:12,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:10:12,10.49.78.82,142.250.187.65,UDP,74,55474,443
21:10:12,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:10:12,142.250.202.138,10.49.78.82,TCP,74,443,52216
21:10:12,142.250.202.138,10.49.78.82,TCP,74,443,52216
21:10:12,142.250.202.138,10.49.78.82,TCP,66,443,52216
21:10:12,10.49.78.82,142.250.202.138,TCP,1466,52216,443
21:10:12,10.49.78.82,142.250.202.138,TCP,1466,52216,443
21:10:12,10.49.78.82,142.250.202.138,TCP,1466,52216,443
21:10:12,142.250.202.138,10.49.78.82,TCP,60,443,52216
21:10:12,10.49.78.82,142.250.202.138,TCP,5702,52216,443
21:10:12,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:10:12,10.49.78.82,142.250.187.65,UDP,75,55474,443
21:10:12,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:10:12,10.49.78.82,142.250.187.65,UDP,76,55474,443
21:10:12,216.239.38.223,10.49.78.82,TCP,74,443,62374
21:10:12,10.49.78.82,216.239.38.223,TCP,1466,62374,443
21:10:12,10.49.78.82,216.239.38.223,TCP,1466,62374,443
21:10:12,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:10:12,10.49.78.82,142.250.187.65,UDP,76,55474,443
21:10:12,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:10:12,10.49.78.82,142.250.187.65,UDP,78,55474,443
21:10:12,142.250.202.138,10.49.78.82,TCP,66,443,52216
21:10:12,142.250.202.138,10.49.78.82,TCP,66,443,52216
21:10:12,10.49.78.82,142.250.202.138,TCP,1466,52216,443
21:10:12,10.49.78.82,142.250.202.138,TCP,1466,52216,443
21:10:12,10.49.78.82,142.250.202.138,TCP,1466,52216,443
21:10:12,10.49.78.82,142.250.202.138,TCP,1466,52216,443
21:10:12,142.250.202.138,10.49.78.82,TCP,74,443,52216
21:10:12,10.49.78.82,142.250.202.138,TCP,1466,52216,443
21:10:12,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:10:12,10.49.78.82,142.250.187.65,UDP,80,55474,443
21:10:12,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:10:12,10.49.78.82,142.250.187.65,UDP,80,55474,443
21:10:12,10.49.78.82,142.250.202.138,TCP,1466,52216,443
21:10:12,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:10:12,10.49.78.82,142.250.187.65,UDP,82,55474,443
21:10:12,216.239.38.223,10.49.78.82,TCP,74,443,62374
21:10:12,10.49.78.82,216.239.38.223,TCP,1466,62374,443
21:10:12,10.49.78.82,216.239.38.223,TCP,1466,62374,443
21:10:12,10.49.78.82,216.239.38.223,TCP,1466,62374,443
21:10:12,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:10:12,10.49.78.82,142.250.187.65,UDP,82,55474,443
21:10:12,142.250.202.138,10.49.78.82,TCP,66,443,52216
21:10:12,10.49.78.82,142.250.202.138,TCP,1466,52216,443
21:10:12,10.49.78.82,142.250.202.138,TCP,1466,52216,443
21:10:12,10.49.78.82,142.250.202.138,TCP,1466,52216,443
21:10:12,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:10:12,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:10:12,10.49.78.82,142.250.187.65,UDP,82,55474,443
21:10:12,10.49.78.82,142.250.187.65,UDP,82,55474,443
21:10:12,142.250.202.138,10.49.78.82,TCP,60,443,52216
21:10:12,10.49.78.82,142.250.202.138,TCP,1466,52216,443
21:10:12,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:10:12,10.49.78.82,142.250.187.65,UDP,83,55474,443
21:10:12,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:10:12,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:10:12,216.239.38.223,10.49.78.82,TCP,66,443,62374
21:10:12,216.239.38.223,10.49.78.82,TCP,60,443,62374
21:10:12,142.250.202.138,10.49.78.82,TCP,60,443,52216
21:10:12,10.49.78.82,142.250.187.65,UDP,82,55474,443
21:10:12,10.49.78.82,142.250.202.138,TCP,1466,52216,443
21:10:12,10.49.78.82,216.239.38.223,TCP,11350,62374,443
21:10:12,10.49.78.82,34.160.81.0,TCP,55,63487,443
21:10:12,216.239.38.223,10.49.78.82,TCP,60,443,62374
21:10:12,10.49.78.82,216.239.38.223,TCP,2878,62374,443
21:10:12,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:10:12,10.49.78.82,142.250.187.65,UDP,83,55474,443
21:10:12,142.250.202.138,10.49.78.82,TCP,66,443,52216
21:10:12,10.49.78.82,142.250.202.138,TCP,1466,52216,443
21:10:12,10.49.78.82,142.250.202.138,TCP,1466,52216,443
21:10:12,10.49.78.82,142.250.202.138,TCP,1466,52216,443
21:10:12,10.49.78.82,142.250.202.138,TCP,1466,52216,443
21:10:12,10.49.78.82,142.250.202.138,TCP,1466,52216,443
21:10:12,10.49.78.82,142.250.202.138,TCP,1466,52216,443
21:10:12,10.49.78.82,142.250.202.138,TCP,1466,52216,443
21:10:12,10.49.78.82,142.250.202.138,TCP,1466,52216,443
21:10:12,142.250.202.138,10.49.78.82,TCP,66,443,52216
21:10:12,10.49.78.82,142.250.202.138,TCP,1466,52216,443
21:10:12,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:10:12,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:10:12,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:10:12,10.49.78.82,142.250.187.65,UDP,84,55474,443
21:10:12,10.49.78.82,142.250.187.65,UDP,89,55474,443
21:10:12,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:10:12,10.49.78.82,142.250.187.65,UDP,86,55474,443
21:10:12,216.239.38.223,10.49.78.82,TCP,66,443,62374
21:10:12,216.239.38.223,10.49.78.82,TCP,66,443,62374
21:10:12,10.49.78.82,216.239.38.223,TCP,1466,62374,443
21:10:12,10.49.78.82,216.239.38.223,TCP,1466,62374,443
21:10:12,142.250.202.138,10.49.78.82,TCP,66,443,52216
21:10:12,142.250.202.138,10.49.78.82,TCP,60,443,52216
21:10:12,10.49.78.82,142.250.202.138,TCP,7114,52216,443
21:10:12,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:10:12,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:10:12,10.49.78.82,142.250.187.65,UDP,86,55474,443
21:10:12,10.49.78.82,142.250.187.65,UDP,86,55474,443
21:10:12,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:10:12,10.49.78.82,142.250.187.65,UDP,88,55474,443
21:10:12,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:10:12,142.250.202.138,10.49.78.82,TCP,66,443,52216
21:10:12,10.49.78.82,142.250.202.138,TCP,1466,52216,443
21:10:12,10.49.78.82,142.250.202.138,TCP,1466,52216,443
21:10:12,10.49.78.82,142.250.202.138,TCP,1466,52216,443
21:10:12,10.49.78.82,142.250.187.65,UDP,76,55474,443
21:10:12,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:10:12,216.239.38.223,10.49.78.82,TCP,74,443,62374
21:10:12,10.49.78.82,216.239.38.223,TCP,1466,62374,443
21:10:12,10.49.78.82,142.250.187.65,UDP,78,55474,443
21:10:12,10.49.78.82,216.239.38.223,TCP,1466,62374,443
21:10:12,10.49.78.82,216.239.38.223,TCP,1466,62374,443
21:10:12,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:10:12,10.49.78.82,142.250.187.65,UDP,78,55474,443
21:10:12,142.250.202.138,10.49.78.82,TCP,66,443,52216
21:10:12,10.49.78.82,142.250.202.138,TCP,1466,52216,443
21:10:12,10.49.78.82,142.250.202.138,TCP,1466,52216,443
21:10:12,142.250.202.138,10.49.78.82,TCP,66,443,52216
21:10:13,10.49.78.82,142.250.202.138,TCP,1466,52216,443
21:10:13,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:10:13,10.49.78.82,142.250.187.65,UDP,78,55474,443
21:10:13,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:10:13,10.49.78.82,142.250.187.65,UDP,78,55474,443
21:10:13,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:10:13,10.49.78.82,142.250.187.65,UDP,79,55474,443
21:10:13,216.239.38.223,10.49.78.82,TCP,66,443,62374
21:10:13,216.239.38.223,10.49.78.82,TCP,66,443,62374
21:10:13,216.239.38.223,10.49.78.82,TCP,66,443,62374
21:10:13,142.250.202.138,10.49.78.82,TCP,66,443,52216
21:10:13,10.49.78.82,216.239.38.223,TCP,1466,62374,443
21:10:13,10.49.78.82,216.239.38.223,TCP,1466,62374,443
21:10:13,10.49.78.82,216.239.38.223,TCP,1466,62374,443
21:10:13,10.49.78.82,216.239.38.223,TCP,1466,62374,443
21:10:13,10.49.78.82,216.239.38.223,TCP,1466,62374,443
21:10:13,10.49.78.82,216.239.38.223,TCP,1466,62374,443
21:10:13,10.49.78.82,216.239.38.223,TCP,1466,62374,443
21:10:13,10.49.78.82,216.239.38.223,TCP,1466,62374,443
21:10:13,10.49.78.82,142.250.202.138,TCP,1466,52216,443
21:10:13,10.49.78.82,142.250.202.138,TCP,1466,52216,443
21:10:13,10.49.78.82,142.250.202.138,TCP,1466,52216,443
21:10:13,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:10:13,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:10:13,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:10:13,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:10:13,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:10:13,10.49.78.82,142.250.187.65,UDP,79,55474,443
21:10:13,216.239.38.223,10.49.78.82,TCP,66,443,62374
21:10:13,10.49.78.82,216.239.38.223,TCP,1466,62374,443
21:10:13,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:10:13,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:10:13,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:10:13,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:10:13,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:10:13,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:10:13,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:10:13,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:10:13,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:10:13,10.49.78.82,142.250.187.65,UDP,80,55474,443
21:10:13,216.239.38.223,10.49.78.82,TCP,66,443,62374
21:10:13,10.49.78.82,216.239.38.223,TCP,1466,62374,443
21:10:13,10.49.78.82,216.239.38.223,TCP,1466,62374,443
21:10:13,10.49.78.82,216.239.38.223,TCP,1466,62374,443
21:10:13,10.49.78.82,216.239.38.223,TCP,1466,62374,443
21:10:13,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:10:13,10.49.78.82,142.250.187.65,UDP,82,55474,443
21:10:13,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:10:13,10.49.78.82,142.250.187.65,UDP,82,55474,443
21:10:13,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:10:13,10.49.78.82,142.250.187.65,UDP,82,55474,443
21:10:13,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:10:13,10.49.78.82,142.250.187.65,UDP,84,55474,443
21:10:13,216.239.38.223,10.49.78.82,TCP,66,443,62374
21:10:13,216.239.38.223,10.49.78.82,TCP,60,443,62374
21:10:13,10.49.78.82,216.239.38.223,TCP,12762,62374,443
21:10:13,216.239.38.223,10.49.78.82,TCP,60,443,62374
21:10:13,10.49.78.82,216.239.38.223,TCP,1466,62374,443
21:10:13,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:10:13,10.49.78.82,142.250.187.65,UDP,86,55474,443
21:10:13,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:10:13,10.49.78.82,142.250.187.65,UDP,88,55474,443
21:10:13,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:10:13,10.49.78.82,142.250.187.65,UDP,88,55474,443
21:10:13,10.49.78.82,142.250.202.138,TCP,1466,52216,443
21:10:13,216.239.38.223,10.49.78.82,TCP,60,443,62374
21:10:13,216.239.38.223,10.49.78.82,TCP,60,443,62374
21:10:13,216.239.38.223,10.49.78.82,TCP,60,443,62374
21:10:13,10.49.78.82,216.239.38.223,TCP,12762,62374,443
21:10:13,216.239.38.223,10.49.78.82,TCP,60,443,62374
21:10:13,10.49.78.82,216.239.38.223,TCP,1466,62374,443
21:10:13,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:10:13,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:10:13,10.49.78.82,142.250.187.65,UDP,93,55474,443
21:10:13,10.49.78.82,142.250.187.65,UDP,88,55474,443
21:10:13,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:10:13,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:10:13,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:10:13,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:10:13,10.49.78.82,142.250.187.65,UDP,89,55474,443
21:10:13,142.250.202.138,10.49.78.82,TCP,66,443,52216
21:10:13,10.49.78.82,142.250.202.138,TCP,1466,52216,443
21:10:13,216.239.38.223,10.49.78.82,TCP,60,443,62374
21:10:13,216.239.38.223,10.49.78.82,TCP,60,443,62374
21:10:13,216.239.38.223,10.49.78.82,TCP,60,443,62374
21:10:13,10.49.78.82,216.239.38.223,TCP,14174,62374,443
21:10:13,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:10:13,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:10:13,216.239.38.223,10.49.78.82,TCP,60,443,62374
21:10:13,10.49.78.82,216.239.38.223,TCP,1466,62374,443
21:10:13,10.49.77.107,224.0.0.251,UDP,81,5353,5353
21:10:13,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:10:13,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:10:13,10.49.78.82,142.250.187.65,UDP,74,55474,443
21:10:13,142.250.202.138,10.49.78.82,TCP,60,443,52216
21:10:13,10.49.78.82,142.250.202.138,TCP,11350,52216,443
21:10:13,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:10:13,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:10:13,10.49.78.82,142.250.187.65,UDP,74,55474,443
21:10:13,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:10:13,10.49.78.82,142.250.187.65,UDP,76,55474,443
21:10:13,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:10:13,10.49.78.82,142.250.187.65,UDP,76,55474,443
21:10:13,216.239.38.223,10.49.78.82,TCP,60,443,62374
21:10:13,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:10:13,10.49.78.82,142.250.187.65,UDP,78,55474,443
21:10:13,10.49.78.82,216.239.38.223,TCP,1466,62374,443
21:10:13,10.49.78.82,216.239.38.223,TCP,1466,62374,443
21:10:13,10.49.78.82,216.239.38.223,TCP,1466,62374,443
21:10:13,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:10:13,10.49.78.82,142.250.187.65,UDP,80,55474,443
21:10:13,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:10:13,10.49.78.82,142.250.187.65,UDP,82,55474,443
21:10:13,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:10:13,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:10:13,10.49.78.82,142.250.187.65,UDP,84,55474,443
21:10:13,10.49.78.82,142.250.187.65,UDP,84,55474,443
21:10:13,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:10:13,10.49.78.82,142.250.187.65,UDP,86,55474,443
21:10:13,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:10:13,10.49.78.82,142.250.187.65,UDP,86,55474,443
21:10:13,216.239.38.223,10.49.78.82,TCP,66,443,62374
21:10:13,216.239.38.223,10.49.78.82,TCP,66,443,62374
21:10:13,10.49.78.82,216.239.38.223,TCP,1466,62374,443
21:10:13,10.49.78.82,216.239.38.223,TCP,1466,62374,443
21:10:13,10.49.78.82,216.239.38.223,TCP,1466,62374,443
21:10:13,216.239.38.223,10.49.78.82,TCP,66,443,62374
21:10:13,10.49.78.82,216.239.38.223,TCP,1466,62374,443
21:10:13,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:10:13,10.49.78.82,142.250.187.65,UDP,88,55474,443
21:10:13,216.239.38.223,10.49.78.82,TCP,66,443,62374
21:10:13,10.49.78.82,216.239.38.223,TCP,1466,62374,443
21:10:13,10.49.78.82,216.239.38.223,TCP,1466,62374,443
21:10:13,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:10:13,10.49.78.82,142.250.187.65,UDP,90,55474,443
21:10:13,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:10:13,10.49.78.82,142.250.187.65,UDP,90,55474,443
21:10:13,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:10:13,10.49.78.82,142.250.187.65,UDP,90,55474,443
21:10:13,216.239.38.223,10.49.78.82,TCP,66,443,62374
21:10:13,216.239.38.223,10.49.78.82,TCP,74,443,62374
21:10:13,10.49.78.82,216.239.38.223,TCP,1466,62374,443
21:10:13,10.49.78.82,216.239.38.223,TCP,1466,62374,443
21:10:13,10.49.78.82,216.239.38.223,TCP,1466,62374,443
21:10:13,216.239.38.223,10.49.78.82,TCP,74,443,62374
21:10:13,10.49.78.82,216.239.38.223,TCP,1466,62374,443
21:10:13,216.239.38.223,10.49.78.82,TCP,74,443,62374
21:10:13,10.49.78.82,216.239.38.223,TCP,1466,62374,443
21:10:13,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:10:13,10.49.78.82,142.250.187.65,UDP,90,55474,443
21:10:13,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:10:13,10.49.78.82,142.250.187.65,UDP,92,55474,443
21:10:13,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:10:13,10.49.78.82,142.250.187.65,UDP,97,55474,443
21:10:13,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:10:13,10.49.78.82,142.250.187.65,UDP,92,55474,443
21:10:13,216.239.38.223,10.49.78.82,TCP,66,443,62374
21:10:13,10.49.78.82,216.239.38.223,TCP,1466,62374,443
21:10:13,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:10:13,10.49.78.82,142.250.187.65,UDP,94,55474,443
21:10:13,216.239.38.223,10.49.78.82,TCP,60,443,62374
21:10:13,10.49.78.82,216.239.38.223,TCP,8526,62374,443
21:10:13,216.239.38.223,10.49.78.82,TCP,60,443,62374
21:10:13,10.49.78.82,216.239.38.223,TCP,1466,62374,443
21:10:13,216.239.38.223,10.49.78.82,TCP,60,443,62374
21:10:13,10.49.78.82,216.239.38.223,TCP,1466,62374,443
21:10:13,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:10:13,10.49.78.82,142.250.187.65,UDP,96,55474,443
21:10:13,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:10:13,216.239.38.223,10.49.78.82,TCP,60,443,62374
21:10:13,10.49.78.82,216.239.38.223,TCP,1466,62374,443
21:10:13,10.49.78.82,142.250.187.65,UDP,78,55474,443
21:10:13,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:10:13,10.49.78.82,142.250.187.65,UDP,80,55474,443
21:10:13,216.239.38.223,10.49.78.82,TCP,60,443,62374
21:10:13,10.49.78.82,216.239.38.223,TCP,1466,62374,443
21:10:13,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:10:13,10.49.78.82,142.250.187.65,UDP,82,55474,443
21:10:13,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:10:13,10.49.78.82,142.250.187.65,UDP,82,55474,443
21:10:13,216.239.38.223,10.49.78.82,TCP,60,443,62374
21:10:13,10.49.78.82,216.239.38.223,TCP,9938,62374,443
21:10:13,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:10:13,10.49.78.82,142.250.187.65,UDP,84,55474,443
21:10:13,216.239.38.223,10.49.78.82,TCP,66,443,62374
21:10:13,10.49.78.82,216.239.38.223,TCP,1466,62374,443
21:10:13,10.49.78.82,142.250.202.138,TCP,1466,52216,443
21:10:13,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:10:13,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:10:13,10.49.78.82,142.250.187.65,UDP,86,55474,443
21:10:13,10.49.78.82,142.250.187.65,UDP,86,55474,443
21:10:13,216.239.38.223,10.49.78.82,TCP,66,443,62374
21:10:13,10.49.78.82,216.239.38.223,TCP,1466,62374,443
21:10:13,216.239.38.223,10.49.78.82,TCP,66,443,62374
21:10:13,10.49.78.82,216.239.38.223,TCP,1466,62374,443
21:10:13,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:10:13,10.49.78.82,142.250.187.65,UDP,86,55474,443
21:10:13,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:10:13,10.49.78.82,142.250.187.65,UDP,88,55474,443
21:10:13,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:10:13,216.239.38.223,10.49.78.82,TCP,66,443,62374
21:10:13,10.49.78.82,216.239.38.223,TCP,1466,62374,443
21:10:13,10.49.78.82,142.250.187.65,UDP,90,55474,443
21:10:13,216.239.38.223,10.49.78.82,TCP,74,443,62374
21:10:13,10.49.78.82,216.239.38.223,TCP,1466,62374,443
21:10:13,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:10:13,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:10:13,10.49.78.82,142.250.187.65,UDP,92,55474,443
21:10:13,10.49.78.82,142.250.187.65,UDP,92,55474,443
21:10:13,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:10:13,10.49.78.82,142.250.187.65,UDP,92,55474,443
21:10:13,216.239.38.223,10.49.78.82,TCP,66,443,62374
21:10:13,10.49.78.82,216.239.38.223,TCP,1466,62374,443
21:10:13,10.49.78.82,216.239.38.223,TCP,1466,62374,443
21:10:13,10.49.78.82,216.239.38.223,TCP,1466,62374,443
21:10:13,10.49.78.82,216.239.38.223,TCP,1466,62374,443
21:10:13,10.49.78.82,216.239.38.223,TCP,1466,62374,443
21:10:13,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:10:13,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:10:13,10.49.78.82,142.250.187.65,UDP,94,55474,443
21:10:13,10.49.78.82,142.250.187.65,UDP,96,55474,443
21:10:13,216.239.38.223,10.49.78.82,TCP,66,443,62374
21:10:13,10.49.78.82,216.239.38.223,TCP,1466,62374,443
21:10:13,216.239.38.223,10.49.78.82,TCP,66,443,62374
21:10:13,10.49.78.82,216.239.38.223,TCP,1466,62374,443
21:10:13,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:10:13,10.49.78.82,142.250.187.65,UDP,96,55474,443
21:10:13,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:10:13,10.49.78.82,142.250.187.65,UDP,103,55474,443
21:10:13,216.239.38.223,10.49.78.82,TCP,60,443,62374
21:10:13,10.49.78.82,216.239.38.223,TCP,9938,62374,443
21:10:14,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:10:14,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:10:14,10.49.78.82,142.250.187.65,UDP,98,55474,443
21:10:14,10.49.78.82,142.250.187.65,UDP,98,55474,443
21:10:14,10.49.78.82,8.8.4.4,UDP,70,52513,53
21:10:14,10.49.78.82,8.8.4.4,UDP,70,55424,53
21:10:14,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:10:14,10.49.78.82,142.250.187.65,UDP,100,55474,443
21:10:14,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:10:14,10.49.78.82,142.250.187.65,UDP,100,55474,443
21:10:14,216.239.38.223,10.49.78.82,TCP,66,443,62374
21:10:14,10.49.78.82,216.239.38.223,TCP,1466,62374,443
21:10:14,10.49.78.82,216.239.38.223,TCP,1466,62374,443
21:10:14,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:10:14,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:10:14,10.49.78.82,142.250.187.65,UDP,78,55474,443
21:10:14,10.49.78.82,142.250.187.65,UDP,80,55474,443
21:10:14,216.239.38.223,10.49.78.82,TCP,66,443,62374
21:10:14,216.239.38.223,10.49.78.82,TCP,66,443,62374
21:10:14,216.239.38.223,10.49.78.82,TCP,66,443,62374
21:10:14,10.49.78.82,216.239.38.223,TCP,1466,62374,443
21:10:14,10.49.78.82,216.239.38.223,TCP,1466,62374,443
21:10:14,10.49.78.82,216.239.38.223,TCP,1466,62374,443
21:10:14,8.8.4.4,10.49.78.82,UDP,146,53,52513
21:10:14,8.8.4.4,10.49.78.82,UDP,106,53,55424
21:10:14,10.49.78.82,8.8.4.4,TCP,66,61355,443
21:10:14,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:10:14,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:10:14,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:10:14,10.49.78.82,142.250.187.65,UDP,82,55474,443
21:10:14,10.49.78.82,142.250.187.65,UDP,84,55474,443
21:10:14,10.49.78.82,142.250.187.65,UDP,86,55474,443
21:10:14,216.239.38.223,10.49.78.82,TCP,60,443,62374
21:10:14,216.239.38.223,10.49.78.82,TCP,66,443,62374
21:10:14,10.49.78.82,216.239.38.223,TCP,1466,62374,443
21:10:14,10.49.78.82,216.239.38.223,TCP,1466,62374,443
21:10:14,10.49.78.82,216.239.38.223,TCP,1466,62374,443
21:10:14,10.49.78.82,216.239.38.223,TCP,1466,62374,443
21:10:14,10.49.78.82,216.239.38.223,TCP,1466,62374,443
21:10:14,10.49.78.82,216.239.38.223,TCP,1466,62374,443
21:10:14,10.49.76.31,224.0.0.251,UDP,127,5353,5353
21:10:14,142.250.187.65,10.49.78.82,UDP,1296,443,55474
21:10:14,10.49.78.82,142.250.187.65,UDP,88,55474,443
21:10:14,8.8.4.4,10.49.78.82,TCP,70,443,61355
21:10:14,10.49.78.82,8.8.4.4,TCP,54,61355,443
21:10:14,10.49.78.82,8.8.4.4,TCP,1774,61355,443
21:10:14,216.239.38.223,10.49.78.82,TCP,66,443,62374
